pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
657918,1528084922.17156,0,1,1,3,0,29089,5,80,10,600,0,4,1528084951.35405,40641,29.182487,1.753588,1.241214,10.521529,0.0,2.737124,10,0,600,0,0.308404,0.308404,0.0,60000,60000,1000,1000,1000,1000,0.342663,0.342663,100,100,0.342671,0.342663,1000,1000,0,DoS,UDP
403705,1528081359.23707,2,2,0,1,0,23815,5,80,5,770,1,3,1528081381.65023,140076,22.413155,1.024628,1.774708,4.098512,0.0,4.098512,5,0,770,0,0.178467,0.178467,0.0,45430,45430,295,295,559,559,0.223083,0.223083,59,59,0.223083,0.223652,295,295,0,DoS,TCP
103893,1528081323.7924,2,2,0,1,1,32133,4,80,7,890,2,1,1528081354.95615,102416,31.163755,0.052089,0.0928,0.260443,0.0,0.236781,5,2,770,120,0.192531,0.129337,0.052157,84860,84860,631,631,631,631,0.20335,0.20335,100,100,0.22462,0.20335,377,377,0,DoS,TCP
740675,1528084923.70219,0,1,1,3,3,31137,2,80,11,660,0,4,1528084949.27439,123398,25.572197,4.613048,0.114985,18.45219,4.454571,4.726543,11,0,660,0,0.39105,0.39105,0.0,30360,30360,506,506,884,884,0.430155,0.430155,46,46,0.430155,0.3493,506,506,0,DoS,UDP
66018,1528081322.63103,2,2,0,1,2,9636,3,80,4,616,1,3,1528081351.37482,64541,28.743793,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.10437,0.10437,0.0,64360,64360,446,446,446,446,0.155164,0.155164,100,100,0.13916,0.155164,366,366,0,DoS,TCP
514004,1528081378.91979,0,1,0,1,3,18505,2,80,3,274,2,1,1528081379.09825,250377,0.178465,0.178465,0.0,0.178465,0.178465,0.178465,2,1,214,60,11.206679,5.60334,0.0,27400,27400,300,300,300,300,17.3983,17.3983,100,100,16.81,17.3983,300,300,0,DoS,TCP
627770,1528084921.76159,0,1,1,3,0,13357,5,80,10,600,0,4,1528084951.12007,10493,29.358486,1.758758,1.244617,10.55255,0.0,2.718897,10,0,600,0,0.306555,0.306555,0.0,60000,60000,1000,1000,1000,1000,0.340617,0.340617,100,100,0.340617,0.340617,1000,1000,0,DoS,UDP
632388,1528084921.8565,0,1,1,3,0,17830,5,80,10,600,0,4,1528084951.16177,15111,29.305273,1.757922,1.244035,10.547531,0.0,2.720509,10,0,600,0,0.307112,0.307112,0.0,60000,60000,1000,1000,1000,1000,0.341254,0.341254,100,100,0.341236,0.341254,1000,1000,0,DoS,UDP
213568,1528081330.75923,2,2,0,1,1,63561,4,80,5,676,2,1,1528081352.4808,212091,21.721567,0.005212,0.009027,0.020847,0.0,0.020847,4,1,616,60,0.184149,0.138112,0.0,67840,67840,504,504,504,504,0.231982,0.231982,100,100,0.230186,0.231982,334,334,0,DoS,TCP
610412,1528081400.96544,2,2,0,1,1,4110,4,80,6,736,2,1,1528081457.61397,84631,56.648525,0.021888,0.022637,0.087553,0.0,0.051942,4,2,616,120,0.088264,0.053007,0.017664,67840,67840,504,504,504,504,0.0890373,0.0890373,100,100,0.105916,0.0890373,234,234,0,DoS,TCP
300932,1528081356.84196,2,2,0,1,0,59290,5,80,5,770,1,3,1528081390.6155,37302,33.773544,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.118436,0.118436,0.0,65450,65450,425,425,515,515,0.148045,0.148045,85,85,0.148045,0.155808,425,425,0,DoS,TCP
896881,1528084951.56389,0,1,1,3,2,65397,3,80,6,360,0,4,1528084972.14275,17447,20.578859,4.125098,0.021941,12.375295,4.097217,4.150916,6,0,360,0,0.242968,0.242968,0.0,35280,35280,588,588,606,606,0.291561,0.291561,98,98,0.291561,0.292217,588,588,0,DoS,UDP
606230,1528081400.64433,2,2,0,1,0,29676,5,80,5,770,1,3,1528081456.59904,80449,55.95472,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.071486,0.071486,0.0,77480,77480,508,508,508,508,0.0907877,0.0907877,100,100,0.089358,0.0907877,490,490,0,DoS,TCP
422956,1528081359.81723,2,2,0,1,1,28286,4,80,6,830,1,3,1528081389.70618,159327,29.88895,0.068052,0.136103,0.340258,0.0,0.340258,5,1,770,60,0.167286,0.133829,0.0,74430,74430,559,559,624,624,0.214959,0.214959,87,87,0.200743,0.215677,216,216,0,DoS,TCP
51935,1528081322.32204,2,2,0,1,0,30367,5,80,5,770,1,3,1528081354.42362,50458,32.101582,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.124604,0.124604,0.0,28490,28490,185,185,462,462,0.155756,0.155756,37,37,0.155756,0.153762,185,185,0,DoS,TCP
213946,1528081330.79525,0,1,0,1,3,39769,2,80,3,274,2,1,1528081330.8902,212469,0.094953,0.094953,0.0,0.094953,0.094953,0.094953,2,1,214,60,21.063051,10.531526,0.0,26304,26304,288,288,304,304,33.3053,33.3053,96,96,31.5946,3.18413,288,288,0,DoS,TCP
747420,1528084923.86446,0,1,1,3,1,33946,4,80,7,420,0,4,1528084948.85419,130143,24.989735,2.689023,1.552527,10.75609,0.0,3.591888,7,0,420,0,0.240099,0.240099,0.0,42000,42000,700,700,700,700,0.280115,0.280115,100,100,0.280115,0.280115,700,700,0,DoS,UDP
132504,1528081325.05254,2,2,0,1,2,27738,3,80,4,616,1,3,1528081352.67102,131027,27.618479,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.108623,0.108623,0.0,12936,12936,84,84,558,558,0.144839,0.144839,21,21,0.144831,0.205261,84,84,0,DoS,TCP
109946,1528081324.02539,2,2,0,1,2,21597,3,80,4,616,1,3,1528081352.15529,108469,28.129906,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.106648,0.106648,0.0,39152,39152,264,264,454,454,0.151413,0.151413,62,62,0.142197,0.154371,264,264,0,DoS,TCP
491037,1528081368.50742,0,1,0,1,3,61083,2,80,3,274,2,1,1528081368.67818,227410,0.17076,0.17076,0.0,0.17076,0.17076,0.17076,2,1,214,60,11.712344,5.856172,0.0,27400,27400,300,300,300,300,17.568,17.568,100,100,17.5685,17.568,300,300,0,DoS,TCP
484411,1528081365.43755,1,5,0,1,3,54386,2,80,6,548,2,1,1528081392.70303,220784,27.265486,0.157647,0.020764,0.315294,0.136883,0.178411,4,2,428,120,0.183382,0.110029,0.036676,54800,54800,600,600,600,600,0.219831,0.219831,100,100,0.220058,0.219831,600,600,0,DoS,TCP
851379,1528084927.90846,0,1,1,3,2,49775,3,80,6,360,0,4,1528084950.15013,234102,22.241671,2.108953,2.109844,8.435812,0.0,4.304598,6,0,360,0,0.224803,0.224803,0.0,16560,16560,276,276,654,654,0.269831,0.269831,46,46,0.269764,0.290483,276,276,0,DoS,UDP
225050,1528081332.36166,0,1,0,1,3,43199,2,80,3,274,2,1,1528081332.50239,223573,0.140729,0.140729,0.0,0.140729,0.140729,0.140729,2,1,214,60,14.211712,7.105856,0.0,15892,15892,174,174,300,300,17.8008,17.8008,58,58,21.3176,0.397493,174,174,0,DoS,TCP
946694,1528084951.965,0,1,1,3,2,9179,3,80,6,360,0,4,1528084972.55723,67260,20.592236,4.126049,0.02466,12.378147,4.092797,4.151671,6,0,360,0,0.24281,0.24281,0.0,36000,36000,600,600,600,600,0.291427,0.291427,100,100,0.291372,0.291427,600,600,0,DoS,UDP
531634,1528081395.10468,2,2,0,1,2,38686,3,80,4,616,1,3,1528081453.84855,5852,58.74387,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.051069,0.051069,0.0,64120,64120,442,442,442,442,0.0751666,0.0751666,100,100,0.0680922,0.0751666,232,232,0,DoS,TCP
229948,1528081333.41198,2,2,0,1,2,62181,3,80,3,462,1,3,1528081350.40441,228471,16.99243,0.0,0.0,0.0,0.0,0.0,3,0,462,0,0.117699,0.117699,0.0,47160,47160,316,316,316,316,0.186021,0.186021,100,100,0.176549,0.186021,252,252,0,DoS,TCP
32712,1528081321.96377,2,2,0,1,1,12027,4,80,7,890,2,1,1528081353.34563,31235,31.381855,0.038771,0.075268,0.193857,0.0,0.189266,5,2,770,120,0.191193,0.127462,0.038271,83060,83060,601,601,601,601,0.191501,0.191501,100,100,0.223059,0.191501,174,174,0,DoS,TCP
579880,1528081398.61811,1,5,0,1,2,54219,3,80,5,582,2,1,1528081435.23633,54098,36.618221,0.053219,0.04558,0.159656,0.0,0.111326,3,2,462,120,0.109235,0.054618,0.054754,48120,48120,332,332,332,332,0.0906365,0.0906365,100,100,0.136544,0.0906365,101,101,0,DoS,TCP
661358,1528084922.22451,0,1,1,3,3,4560,2,80,12,720,0,4,1528084950.93846,44081,28.713953,3.3191,1.783013,16.595501,0.0,4.708683,12,0,720,0,0.383089,0.383089,0.0,72000,72000,1200,1200,1200,1200,0.417915,0.417915,100,100,0.417915,0.417915,1200,1200,0,DoS,UDP
23313,1528081321.84684,2,2,0,1,0,19460,5,80,4,616,1,3,1528081353.22271,21836,31.375872,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.095615,0.095615,0.0,61600,61600,400,400,400,400,0.127434,0.127434,100,100,0.127486,0.127434,400,400,0,DoS,TCP
258723,1528081343.02389,2,2,0,1,2,54214,3,80,3,462,1,3,1528081355.45999,257294,12.436096,0.0,0.0,0.0,0.0,0.0,3,0,462,0,0.160822,0.160822,0.0,46200,46200,300,300,300,300,0.240899,0.240899,100,100,0.241233,0.240899,300,300,0,DoS,TCP
69520,1528081322.72425,2,2,0,1,2,10567,3,80,4,616,1,3,1528081351.42788,68043,28.70363,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.104516,0.104516,0.0,62920,62920,422,422,422,422,0.147,0.147,100,100,0.139355,0.147,422,422,0,DoS,TCP
831292,1528084926.62732,0,1,1,3,3,61426,2,80,11,660,0,4,1528084950.56077,214015,23.933451,4.311431,0.48727,17.245724,3.483641,4.729881,11,0,660,0,0.417825,0.417825,0.0,66000,66000,1100,1100,1100,1100,0.459708,0.459708,100,100,0.459608,0.459708,1100,1100,0,DoS,UDP
407443,1528081359.34328,2,2,0,1,1,22432,4,80,5,770,1,3,1528081388.36362,143814,29.02034,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.137834,0.137834,0.0,39200,39200,293,293,601,601,0.219306,0.219306,46,46,0.172293,0.186058,71,71,0,DoS,TCP
432883,1528081360.03751,2,2,0,1,2,42826,3,80,6,830,2,1,1528081383.55214,169254,23.514635,3.015539,2.135477,9.046618,0.0,4.665736,5,1,770,60,0.212634,0.170107,0.0,81740,81740,579,579,579,579,0.246193,0.246193,100,100,0.25516,0.246193,419,419,0,DoS,TCP
157796,1528081326.42871,2,2,0,1,2,34684,3,80,4,616,1,3,1528081353.29609,156319,26.867386,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.11166,0.11166,0.0,62560,62560,416,416,416,416,0.154932,0.154932,100,100,0.148879,0.154932,336,336,0,DoS,TCP
208125,1528081330.19324,0,1,0,1,3,37515,2,80,3,274,2,1,1528081330.31648,206648,0.123243,0.123243,0.0,0.123243,0.123243,0.123243,2,1,214,60,16.228102,8.114051,0.0,17536,17536,192,192,350,350,24.3386,24.3386,64,64,24.3422,0.391036,192,192,0,DoS,TCP
189090,1528081328.40989,2,2,0,1,1,54682,4,80,4,616,1,3,1528081351.52972,187613,23.119829,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.129759,0.129759,0.0,68724,68724,525,525,528,528,0.22928,0.22928,99,99,0.173012,0.230577,80,80,0,DoS,TCP
419066,1528081359.70211,2,2,0,1,0,27616,5,80,5,770,1,3,1528081382.10775,155437,22.405636,1.010456,1.750161,4.041823,0.0,4.041823,5,0,770,0,0.178527,0.178527,0.0,77000,77000,500,500,500,500,0.223275,0.223275,100,100,0.223158,0.223275,500,500,0,DoS,TCP
801481,1528084925.52068,0,1,1,3,0,60549,5,80,9,540,0,4,1528084950.38654,184204,24.865856,2.087172,1.044373,10.435862,0.0,2.684477,9,0,540,0,0.321726,0.321726,0.0,17820,17820,297,297,766,766,0.361942,0.361942,33,33,0.361942,0.314791,297,297,0,DoS,UDP
75389,1528081322.87089,2,2,0,1,2,12199,3,80,4,616,1,3,1528081351.52872,73912,28.657831,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.104683,0.104683,0.0,63580,63580,433,433,433,433,0.151128,0.151128,100,100,0.139578,0.151128,353,353,0,DoS,TCP
611214,1528081401.02963,1,5,0,1,3,10981,2,80,9,822,2,1,1528081450.82166,85433,49.792027,0.16234,0.027173,0.487019,0.127624,0.19397,6,3,642,180,0.160668,0.100418,0.040167,60828,60828,666,666,796,796,0.180812,0.180812,74,74,0.180752,0.155092,666,666,0,DoS,TCP
758575,1528084924.16095,0,1,1,3,3,37134,2,80,11,660,0,4,1528084949.47489,141298,25.313942,4.565081,0.09913,18.260324,4.453008,4.724513,11,0,660,0,0.395039,0.395039,0.0,60060,60060,1001,1001,1091,1091,0.434543,0.434543,91,91,0.434543,0.430571,1001,1001,0,DoS,UDP
817053,1528084926.07936,0,1,1,3,0,64125,5,80,9,540,0,4,1528084950.68159,199776,24.602226,2.104347,1.052977,10.521735,0.0,2.683919,9,0,540,0,0.325174,0.325174,0.0,54000,54000,900,900,900,900,0.365821,0.365821,100,100,0.365821,0.365821,900,900,0,DoS,UDP
194054,1528081328.78106,2,2,0,1,1,56009,4,80,6,736,2,1,1528081351.69223,192577,22.911169,0.017894,0.019886,0.071578,0.0,0.048055,4,2,616,120,0.218234,0.131075,0.043739,70480,70480,548,548,548,548,0.239262,0.239262,100,100,0.261881,0.239262,482,482,0,DoS,TCP
286167,1528081356.37522,2,2,0,1,1,49323,4,80,7,890,2,1,1528081380.55287,22537,24.177652,0.009166,0.011266,0.045829,0.0,0.024418,5,2,770,120,0.248163,0.165609,0.053392,82310,82310,612,612,627,627,0.261158,0.261158,97,97,0.289524,0.257851,361,361,0,DoS,TCP
264224,1528081355.73019,2,2,0,1,0,47171,5,80,5,770,1,3,1528081387.71399,587,31.983805,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.125063,0.125063,0.0,77000,77000,500,500,500,500,0.156329,0.156329,100,100,0.156329,0.156329,500,500,0,DoS,TCP
736401,1528084923.59281,0,1,1,3,3,29630,2,80,11,660,0,4,1528084949.22775,119124,25.634941,4.6236,0.126175,18.494398,4.454498,4.76498,11,0,660,0,0.390093,0.390093,0.0,66000,66000,1100,1100,1100,1100,0.429081,0.429081,100,100,0.429102,0.429081,1100,1100,0,DoS,UDP
864910,1528084929.07471,0,1,1,3,2,56602,3,80,6,360,0,4,1528084950.74077,247633,21.666058,4.408916,0.378336,13.226748,4.101179,4.941837,6,0,360,0,0.230776,0.230776,0.0,24480,24480,408,408,632,632,0.276931,0.276931,68,68,0.276931,0.289448,408,408,0,DoS,UDP
690505,1528084922.65616,0,1,1,3,0,36249,5,80,9,540,0,4,1528084949.00738,73228,26.351219,1.324808,1.325709,7.94885,0.0,2.74376,9,0,540,0,0.303591,0.303591,0.0,54000,54000,900,900,900,900,0.34154,0.34154,100,100,0.34154,0.34154,900,900,0,DoS,UDP
796658,1528084925.35497,0,1,1,3,3,49923,2,80,11,660,0,4,1528084949.99027,179381,24.6353,4.45129,0.247972,17.805161,4.054436,4.72683,11,0,660,0,0.405922,0.405922,0.0,44220,44220,737,737,968,968,0.446516,0.446516,67,67,0.446514,0.395498,737,737,0,DoS,UDP
440918,1528081360.25924,2,2,0,1,0,35891,5,80,5,770,1,3,1528081384.70086,177289,24.441622,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.163655,0.163655,0.0,77000,77000,500,500,500,500,0.20482,0.20482,100,100,0.204569,0.20482,500,500,0,DoS,TCP
868375,1528084929.41565,0,1,1,3,2,58339,3,80,6,360,0,4,1528084950.90304,251098,21.487391,4.347732,0.294121,13.043196,4.103889,4.761486,6,0,360,0,0.232695,0.232695,0.0,36000,36000,600,600,600,600,0.279233,0.279233,100,100,0.279234,0.279233,600,600,0,DoS,UDP
536508,1528081395.4888,2,2,0,1,1,51274,4,80,5,676,2,1,1528081451.5857,10726,56.096897,0.01245,0.021564,0.049801,0.0,0.049801,4,1,616,60,0.071305,0.053479,0.0,56560,56560,410,410,485,485,0.0859728,0.0859728,85,85,0.0891315,0.0857735,90,90,0,DoS,TCP
441760,1528081360.27854,2,2,0,1,0,36294,5,80,5,770,1,3,1528081384.81549,178131,24.536942,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.16302,0.16302,0.0,77000,77000,500,500,500,500,0.20395,0.20395,100,100,0.203774,0.20395,500,500,0,DoS,TCP
753159,1528084924.0222,0,1,1,3,0,50002,5,80,9,540,0,4,1528084947.11767,135882,23.095465,2.0152,1.830743,10.076,0.0,4.823785,9,0,540,0,0.346388,0.346388,0.0,38160,38160,636,636,834,834,0.389827,0.389827,67,67,0.389687,0.34179,636,636,0,DoS,UDP
356903,1528081358.07072,2,2,0,1,2,22061,3,80,5,770,1,3,1528081390.99735,93273,32.926628,1.175004,2.035167,4.700016,0.0,4.700016,5,0,770,0,0.121482,0.121482,0.0,41660,41660,287,287,593,593,0.167622,0.167622,52,52,0.151853,0.205739,257,257,0,DoS,TCP
349458,1528081357.91843,2,2,0,1,0,10452,5,80,4,616,1,3,1528081376.07216,85828,18.153727,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.165255,0.165255,0.0,61600,61600,400,400,400,400,0.22034,0.22034,100,100,0.22034,0.22034,400,400,0,DoS,TCP
559932,1528081397.25509,2,2,0,1,0,18548,5,80,5,770,1,3,1528081455.25738,34150,58.002285,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.068963,0.068963,0.0,77000,77000,500,500,500,500,0.086195,0.086195,100,100,0.0862035,0.086195,500,500,0,DoS,TCP
832947,1528084926.69453,0,1,1,3,3,61929,2,80,11,660,0,4,1528084950.58112,215670,23.886585,4.292939,0.501601,17.171755,3.439893,4.719871,11,0,660,0,0.418645,0.418645,0.0,66000,66000,1100,1100,1100,1100,0.460471,0.460471,100,100,0.46051,0.460471,1100,1100,0,DoS,UDP
793073,1528084925.23265,0,1,1,3,3,48642,2,80,11,660,0,4,1528084949.93129,175796,24.698639,4.461778,0.232846,17.847111,4.093278,4.727509,11,0,660,0,0.404881,0.404881,0.0,53460,53460,891,891,1005,1005,0.445369,0.445369,81,81,0.445369,0.409775,891,891,0,DoS,UDP
145017,1528081325.72582,2,2,0,1,2,31156,3,80,5,676,1,3,1528081352.94014,143540,27.214329,0.016205,0.028067,0.064818,0.0,0.064818,4,1,616,60,0.146981,0.110236,0.0,52824,52824,354,354,450,450,0.154815,0.154815,84,84,0.183727,0.167815,354,354,0,DoS,TCP
19034,1528081321.79866,2,2,0,1,0,17400,5,80,4,616,1,3,1528081352.96758,17557,31.168917,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.09625,0.09625,0.0,61600,61600,400,400,400,400,0.128277,0.128277,100,100,0.128333,0.128277,400,400,0,DoS,TCP
632544,1528084921.85664,0,1,1,3,1,3088,4,80,7,420,0,4,1528084947.97933,15267,26.12269,2.746399,1.588669,10.985595,0.0,3.820467,7,0,420,0,0.229685,0.229685,0.0,42000,42000,700,700,700,700,0.267966,0.267966,100,100,0.267966,0.267966,700,700,0,DoS,UDP
912359,1528084951.67108,0,1,1,3,3,36367,2,80,13,780,0,4,1528084978.52765,32925,26.856577,3.587734,1.7939,17.938667,0.0,4.493693,13,0,780,0,0.446818,0.446818,0.0,35880,35880,598,598,1084,1084,0.484053,0.484053,46,46,0.484053,0.390385,598,598,0,DoS,UDP
128047,1528081324.84603,2,2,0,1,2,26481,3,80,4,616,1,3,1528081352.56414,126570,27.718102,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.108233,0.108233,0.0,52536,52536,368,368,482,482,0.163908,0.163908,81,81,0.14431,0.174787,208,208,0,DoS,TCP
725452,1528084923.33581,0,1,1,3,0,43878,5,80,10,600,0,4,1528084949.33649,108175,26.000685,2.555439,1.570717,12.777195,0.0,4.962223,10,0,600,0,0.346145,0.346145,0.0,55800,55800,930,930,1014,1014,0.384653,0.384653,93,93,0.384605,0.387928,930,930,0,DoS,UDP
502755,1528081373.7353,0,1,0,1,3,7212,2,80,3,274,2,1,1528081373.90768,239128,0.172383,0.172383,0.0,0.172383,0.172383,0.172383,2,1,214,60,11.602073,5.801036,0.0,27400,27400,300,300,300,300,16.4808,16.4808,100,100,17.4031,16.4808,300,300,0,DoS,TCP
714636,1528084923.10613,0,1,1,3,3,22424,2,80,12,720,0,4,1528084951.25977,97359,28.153643,3.737489,1.877234,18.687443,0.0,4.979642,12,0,720,0,0.390713,0.390713,0.0,63360,63360,1056,1056,1128,1128,0.426233,0.426233,88,88,0.426233,0.406058,1056,1056,0,DoS,UDP
10700,1528081321.71586,2,2,0,1,0,11762,5,80,5,770,1,3,1528081352.45212,9223,30.736263,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.130139,0.130139,0.0,77000,77000,500,500,500,500,0.162666,0.162666,100,100,0.162674,0.162666,500,500,0,DoS,TCP
795510,1528084925.31025,0,1,1,3,0,59378,5,80,9,540,0,4,1528084950.29818,178233,24.987928,2.095313,1.048842,10.476562,0.0,2.710882,9,0,540,0,0.320155,0.320155,0.0,8100,8100,135,135,1070,1070,0.360174,0.360174,15,15,0.360174,0.433171,135,135,0,DoS,UDP
24072,1528081321.85569,2,2,0,1,0,19829,5,80,4,616,1,3,1528081353.26716,22595,31.411467,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.095507,0.095507,0.0,61600,61600,400,400,400,400,0.127325,0.127325,100,100,0.127342,0.127325,400,400,0,DoS,TCP
820095,1528084926.19743,0,1,1,3,3,57717,2,80,11,660,0,4,1528084950.35973,202818,24.1623,4.353064,0.397778,17.412256,3.684581,4.720834,11,0,660,0,0.413868,0.413868,0.0,66000,66000,1100,1100,1100,1100,0.455254,0.455254,100,100,0.455255,0.455254,1100,1100,0,DoS,UDP
740977,1528084923.70868,0,1,1,3,2,23003,3,80,6,360,0,4,1528084948.38531,123700,24.676622,2.108132,2.109969,8.432529,0.0,4.340741,6,0,360,0,0.202621,0.202621,0.0,36000,36000,600,600,600,600,0.243145,0.243145,100,100,0.243145,0.243145,600,600,0,DoS,UDP
70327,1528081322.74098,2,2,0,1,2,10820,3,80,5,676,1,3,1528081351.44208,68850,28.701094,0.013061,0.022623,0.052245,0.0,0.052245,4,1,616,60,0.139368,0.104526,0.0,33984,33984,228,228,501,501,0.147084,0.147084,54,54,0.174209,0.186132,228,228,0,DoS,TCP
355250,1528081358.02621,2,2,0,1,2,21336,3,80,5,676,2,1,1528081381.22513,91620,23.198925,1.589946,2.248523,4.769838,0.0,4.769838,4,1,616,60,0.172422,0.129316,0.0,36220,36220,259,259,439,439,0.180901,0.180901,55,55,0.215527,0.195045,121,121,0,DoS,TCP
742407,1528084923.74498,0,1,1,3,3,31717,2,80,11,660,0,4,1528084949.29189,125130,25.546907,4.608277,0.110704,18.433109,4.454549,4.725421,11,0,660,0,0.391437,0.391437,0.0,64920,64920,1082,1082,1082,1082,0.423535,0.423535,100,100,0.43058,0.423535,1082,1082,0,DoS,UDP
767951,1528084924.44093,0,1,1,3,0,53274,5,80,10,600,0,4,1528084949.86558,150674,25.424652,3.070379,0.932296,15.351897,2.547071,4.933099,10,0,600,0,0.353987,0.353987,0.0,49800,49800,830,830,1017,1017,0.393207,0.393207,83,83,0.393319,0.4006,830,830,0,DoS,UDP
870046,1528084929.57916,3,6,1,3,1,2434,4,80,6,360,0,4,1528084947.93772,252769,18.358561,3.678847,0.130293,11.03654,3.577262,3.862773,6,0,360,0,0.272353,0.272353,0.0,36000,36000,600,600,600,600,0.326901,0.326901,100,100,0.326823,0.326901,600,600,0,DoS,UDP
944790,1528084951.95004,0,1,1,3,1,23087,4,80,8,480,0,4,1528084976.97545,65356,25.025408,3.573647,0.011487,14.29459,3.563323,3.593145,8,0,480,0,0.279716,0.279716,0.0,7200,7200,120,120,630,630,0.319675,0.319675,15,15,0.319675,0.296396,120,120,0,DoS,UDP
150160,1528081325.9918,2,2,0,1,1,44278,4,80,6,736,2,1,1528081350.52263,148683,24.530825,0.020788,0.021751,0.083152,0.0,0.050629,4,2,616,120,0.203825,0.122548,0.040819,33648,33648,260,260,468,468,0.221029,0.221029,48,48,0.24459,0.18946,240,240,0,DoS,TCP
144529,1528081325.68737,2,2,0,1,1,42797,4,80,5,676,2,1,1528081350.32414,143052,24.636772,0.005156,0.00893,0.020623,0.0,0.020623,4,1,616,60,0.162359,0.121769,0.0,67480,67480,498,498,498,498,0.202014,0.202014,100,100,0.202949,0.202014,237,237,0,DoS,TCP
643535,1528084921.97449,0,1,1,3,0,23438,5,80,10,600,0,4,1528084951.24041,26258,29.265921,1.75391,1.24127,10.523458,0.0,2.725561,10,0,600,0,0.307525,0.307525,0.0,47400,47400,790,790,937,937,0.341694,0.341694,79,79,0.341694,0.327686,790,790,0,DoS,UDP
693920,1528084922.72035,0,1,1,3,3,15434,2,80,12,720,0,4,1528084951.10727,76643,28.386927,3.297439,1.782682,16.487194,0.0,4.70399,12,0,720,0,0.387502,0.387502,0.0,72000,72000,1200,1200,1200,1200,0.422688,0.422688,100,100,0.42273,0.422688,1200,1200,0,DoS,UDP
258636,1528081343.01674,0,1,0,1,3,64279,2,80,3,274,2,1,1528081343.20693,257207,0.190187,0.190187,0.0,0.190187,0.190187,0.190187,2,1,214,60,10.515965,5.257983,0.0,10960,10960,120,120,300,300,15.8876,15.8876,40,40,15.7739,0.397613,120,120,0,DoS,TCP
652466,1528084922.09531,0,1,1,3,1,12878,4,80,7,420,0,4,1528084948.11261,35189,26.017302,2.726891,1.57588,10.907564,0.0,3.747768,7,0,420,0,0.230616,0.230616,0.0,42000,42000,700,700,700,700,0.269052,0.269052,100,100,0.269052,0.269052,700,700,0,DoS,UDP
410544,1528081359.4337,1,5,0,1,3,40139,2,80,6,548,2,1,1528081388.01882,146915,28.585119,0.145946,0.023882,0.291892,0.122064,0.169828,4,2,428,120,0.174916,0.10495,0.035133,54800,54800,600,600,600,600,0.209773,0.209773,100,100,0.209899,0.209773,600,600,0,DoS,TCP
139408,1528081325.41444,2,2,0,1,2,29532,3,80,5,676,2,1,1528081352.80937,137931,27.394932,0.026129,0.045257,0.104516,0.0,0.104516,4,1,616,60,0.146012,0.109509,0.0,63340,63340,429,429,429,429,0.156576,0.156576,100,100,0.182516,0.156576,45,45,0,DoS,TCP
69275,1528081322.7119,2,2,0,1,1,22860,4,80,6,830,1,3,1528081353.96196,67798,31.250063,0.004104,0.008208,0.02052,0.0,0.02052,5,1,770,60,0.16,0.128,0.0,82700,82700,595,595,595,595,0.190162,0.190162,100,100,0.192,0.190162,341,341,0,DoS,TCP
586147,1528081399.03463,2,2,0,1,0,24310,5,80,5,770,1,3,1528081455.92706,60366,56.892429,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.070308,0.070308,0.0,77000,77000,500,500,500,500,0.087877,0.087877,100,100,0.0878852,0.087877,500,500,0,DoS,TCP
129351,1528081324.89722,2,2,0,1,0,50198,5,80,4,616,1,3,1528081350.3368,127874,25.439581,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.117926,0.117926,0.0,61600,61600,400,400,400,400,0.157235,0.157235,100,100,0.157235,0.157235,400,400,0,DoS,TCP
