ts,uid,duration,orig_bytes,resp_bytes,conn_state,history,orig_pkts,resp_pkts
1538576648,CiJHKv3nIYStBGp217,0.010748,48,48,0,0,1,1
1538576685,Clwtup4teZEAi6mUih,0.191128,48,48,0,0,1,1
1538576690,CZthlc4V03eljwsok,0.007991,48,48,0,0,1,1
1538576696,CS9fJX2ocusNXpL9Bc,0.00225,48,48,0,0,1,1
1538576723,ClgFlw1sSvas7SRh6i,0.039223,48,48,0,0,1,1
1538576776,CdXIY44BuwnZvAggs7,0.00575,48,48,0,0,1,1
1538576777,Cxbhc03pMbMwAzWGg4,0.006499,48,48,0,0,1,1
1538576817,CiIE0W3GQpM5z5rXub,0.00824,48,48,0,0,1,1
1538576823,CVbkpl3gHJBSa6i4dh,0.089464,48,48,0,0,1,1
1538576826,C5bOSD2spIT3qgLfCa,0.00224,48,48,0,0,1,1
1538576858,Cw3XmJ3ma77i3PatP8,0.250855,48,48,0,0,1,1
1538576907,CcQ2wj2DB1FZoVDCG8,0.021241,48,48,0,0,1,1
1538576909,CWrfLv1c8Q2W7aGZ6,0.005746,48,48,0,0,1,1
1538576946,CnXMqS372E2jZFooVb,0.137162,48,48,0,0,1,1
1538576953,CrXBz62ZoxUA8VvuDj,0.147673,48,48,0,0,1,1
1538576955,ClSLsG4vYAau5euFDa,0.002244,48,48,0,0,1,1
1538576991,CZlMKb3kisf1B1t5yc,0.038724,48,48,0,0,1,1
1538577041,CGMZmS2PSGgDYG2mA,0.005751,48,48,0,0,1,1
1538577042,CAyopG2Dnhf4VsYTe8,0.023487,48,48,0,0,1,1
1538577075,Cm5FPK21RWzS5M6Xfa,0.051219,48,48,0,0,1,1
1538577081,CPL15a24ObAo7OLPo5,0.041472,48,48,0,0,1,1
1538577090,CZFTEl3fH9UJPC0I71,0.002246,48,48,0,0,1,1
1538577123,C70wVf3rTAzijFLlpc,0.038952,48,48,0,0,1,1
1538577172,Cn1Ae2BePnITTnQrc,0.005994,48,48,0,0,1,1
1538577173,CZjzQ64Va0me5KSmje,0.005502,48,48,0,0,1,1
1538577209,CNwmi2oOH9CPDPrBf,0.007246,48,48,0,0,1,1
1538577216,CX6CKfkXxCcI5y3xe,0.008244,48,48,0,0,1,1
1538577218,CAKyk92qW4OtdtOf5f,0.002499,48,48,0,0,1,1
1538577252,CRqQhm3LQl7DnaPeY1,0.068711,48,48,0,0,1,1
1538577304,Celz0z4skXJCh8VQyb,0.005742,48,48,0,0,1,1
1538577305,CxytXQHXLfAk9EYNc,0.005492,48,48,0,0,1,1
1538577343,CJcScQ2PsxLvumcnhj,0.006501,48,48,0,0,1,1
1538577346,C5faEi1hnLrrkkhMj,0.002243,48,48,0,0,1,1
1538577348,CUhpTg3MPVy9p2RLZ2,0.127185,48,48,0,0,1,1
1538577386,CTyeHr2AviAktL0ii5,0.038746,48,48,0,0,1,1
1538577433,CXUQmo1V74GM9rLDqf,0.005752,48,48,0,0,1,1
1538577434,CdE2E34eHEZdFAG6Wh,0.087946,48,48,0,0,1,1
1538577475,CYJo0a3F0nclpO5th8,0.006749,48,48,0,0,1,1
1538577476,C7aJOR1GEklmK1Jzka,0.002252,48,48,0,0,1,1
1538577477,CyA2to2nEkrhBnMhF8,0.00775,48,48,0,0,1,1
1538577518,CH84bQ3ri4W7qysCuc,0.038734,48,48,0,0,1,1
1538577563,C3jTflpf3mJtiEco9,0.011996,48,48,0,0,1,1
1538577568,CQJq4C3PlmIu9fHgVd,0.103444,48,48,0,0,1,1
1538577605,CFRu0A1a93GnZI6iGh,0.01499,48,48,0,0,1,1
1538577607,Ce6wxN3VVlrmejtUN,0.129678,48,48,0,0,1,1
1538577609,C4Srpz4zcL5LYILnEg,0.006496,48,48,0,0,1,1
1538577651,CuU5m63JiACND7Mdhc,0.062957,48,48,0,0,1,1
1538577691,CQkFur1eGLJZ3kNzC2,0.006994,48,48,0,0,1,1
1538577736,C2xAhh1RrbsZofyikd,0.007992,48,48,0,0,1,1
1538577736,CuZZ4Mh2TJUieuDua,0.002492,48,48,0,0,1,1
1538577739,CvMRmj2HT5Aza6dfze,0.006243,48,48,0,0,1,1
1538577837,Cvua0E2A6v3jrCJzHg,0.007235,48,48,0,0,1,1
1538578486,CwuPb8316db7rtXgVb,0.005744,48,48,0,0,1,1
1538578805,CoQBOj1aVTZ2bQO8h3,0.006979,48,48,0,0,1,1
1538579584,CB8by04HIqrNweGkPi,0.00625,48,48,0,0,1,1
1538579992,CjcMIJCDDRwLRYHV8,0.002495,48,48,0,0,1,1
1538580251,CLB58xUyzRBze4oYc,0.002238,48,48,0,0,1,1
1538580392,CyJ5jL2X5ANXZZr9Nl,10.016528,288,288,0,0,6,6
1538580480,Cp5r4U0ktTVplExm3,10.086741,288,288,0,0,6,6
1538580978,CFmekA1JjbKBf61QMc,10.005285,288,288,0,0,6,6
1538581688,C83CD73WlwN9lhh8Aj,10.006045,288,288,0,0,6,6
1538581717,CTfESg4PUeAMhVd635,0.007983,48,48,0,0,1,1
1538581824,COHgo21cc42GXXtEU9,0.00675,48,48,0,0,1,1
1538581975,Cq19EWRKq1KKf3rsd,0.005747,48,48,0,0,1,1
1538582239,CbXHuz3RnR27bknt8d,0.00574,48,48,0,0,1,1
1538582391,C2CCYq49DD9UKCSTL6,10.032033,288,288,0,0,6,6
1538582582,CFZixq7GeSambADGf,0.070714,48,48,0,0,1,1
1538582651,Clvrov1y1MBiwKV276,0.002234,48,48,0,0,1,1
1538582884,C8VlX72xjSZM0wB6sb,0.006747,48,48,0,0,1,1
1538582919,CGY1BL3AwxMuoPo3lj,0.002251,48,48,0,0,1,1
1538583081,C8xpTZ1HWhK96TiPkc,10.005534,288,288,0,0,6,6
1538583183,Cdd0RAbdP6xCLRm1c,0.002487,48,48,0,0,1,1
1538583385,CBphkX2zT8Y766AK7f,0.043973,48,48,0,0,1,1
1538583644,Cwji7H3jFLHwjddxy9,0.038965,48,48,0,0,1,1
1538583822,CQNkrngsOHZ9YVSTd,10.006322,288,288,0,0,6,6
1538583910,CdKgdI1vjlWdmt2ze5,0.03848,48,48,0,0,1,1
1538583927,CDxVen10ukDAnTDpTi,0.007747,48,48,0,0,1,1
1538584125,CZpJTr194Og7DETJpg,0.005979,48,48,0,0,1,1
1538584619,CKeUU03eOeWfFCIxW,0.055452,48,48,0,0,1,1
1538584977,CAzK401SQlDV88BfB5,0.006733,48,48,0,0,1,1
1538585014,C27mev4DDTi6esV5Ig,0.002232,48,48,0,0,1,1
1538585132,CAz2VV3GK3cAai3jU3,0.00598,48,48,0,0,1,1
1538585761,CyyboN1Ijg0wuj7usl,0.03872,48,48,0,0,1,1
1538586254,C27Oz52J1xido4YSAb,0.005487,48,48,0,0,1,1
1538586297,C4jUbg3u3AwGpeSCD6,0.184137,48,48,0,0,1,1
1538586603,CGHl243eKt7IrWXOs2,0.002742,48,48,0,0,1,1
1538586761,CU85HL2CImZTiROSW8,0.006992,48,48,0,0,1,1
1538587298,CJL5Oh3mxyd0nvYjSk,0.006492,48,48,0,0,1,1
1538587636,C087mz1SvNsTMMDBVl,0.002494,48,48,0,0,1,1
1538587875,C9WgX64SKOeCPIuqD2,0.038727,48,48,0,0,1,1
1538588176,ClGBCAsOyQRjJwaOi,0.002494,48,48,0,0,1,1
1538588347,CB27cR2ogmw8rarSE4,0.006729,48,48,0,0,1,1
1538588367,C5dC6Y17NvJFqNkY27,0.006498,48,48,0,0,1,1
1538588405,CtvXKH29EfyaMzPIr3,0.038712,48,48,0,0,1,1
1538588917,CW6VVp2ZA7BtMtv7mh,0.03846,48,48,0,0,1,1
1538589244,CzE0BZ1FFMPB28Tbi,0.002489,48,48,0,0,1,1
1538589279,C4jggP28MYcZKh2zs4,10.006041,288,288,0,0,6,6
1538589384,CDpjEC3H5jgHP0nu2l,10.005534,288,288,0,0,6,6
1538589425,C8Onu63QaihL85znS1,0.005985,48,48,0,0,1,1
1538589457,CjUtaa4bmGR0nFhGb5,0.038721,48,48,0,0,1,1
1538589823,Cb4UWL3ulRU8bX6OM8,0.007001,48,48,0,0,1,1
1538589940,CM9LnIWu9puNlOTig,0.005741,48,48,0,0,1,1
1538592556,CWXbTY3eT8G0WNFXHe,10.013805,288,288,0,0,6,6
1538594031,CY62p51eAieir2ZKH3,9.98904,288,288,0,0,6,6
1538595946,CZAbcT1whCaZTxnfMe,0.000741,45,45,0,0,1,1
1538595936,CyLZMO302twTLiGJP8,5.005108,78,0,1,1,2,0
1538595946,CLyOYe1oOuE6zUyvI9,0.000749,45,45,0,0,1,1
1538595956,CBpWKj4H3KYXvBu5y6,0.020738,45,45,0,0,1,1
1538595946,CVCdD74ZmvzGTHdY71,5.005624,78,0,1,1,2,0
1538595956,CqE7rs1bNgfSdrY473,0.015991,45,45,0,0,1,1
1538595965,CFwKQ94riTZofkHjT8,5.005371,78,0,1,1,2,0
1538595975,CU2MAY1djrnGyAe3Y8,0.00099,45,45,0,0,1,1
1538595975,CJSxGGKdfDNKCKn05,0.000501,45,45,0,0,1,1
1538595988,ClJ5iMWQ6zSAMSRg4,0.000742,45,45,0,0,1,1
1538595978,Cz06ykxvqMf2PfR78,5.00512,78,0,1,1,2,0
1538595988,CN57Ji2P4RZ2RWqyKb,0.000749,45,45,0,0,1,1
1538596010,CsbYtR1Mwcij5ICeEf,0.000481,45,45,0,0,1,1
1538596000,CG0IT91cHpeBXMa1sh,5.005126,78,0,1,1,2,0
1538596010,CeWn9U2Ervl3y2zGLd,0.000501,45,45,0,0,1,1
1538596023,C7mx6LxVp82GuHDYh,0.000736,45,45,0,0,1,1
1538596013,CS52Oe3C7npNWgw60f,5.005111,78,0,1,1,2,0
1538596023,C45MB8hinJS9HG2Vg,0.000749,45,45,0,0,1,1
1538596039,CSfeOI3VNLQ3dTcnR9,0.000482,45,45,0,0,1,1
1538596029,CJNidx4GWNtSWVZRTc,5.005123,78,0,1,1,2,0
1538596039,CuCsTXyfBzhqa8nlh,0.0005,45,45,0,0,1,1
1538596052,Crl82G3ZpLRZoXarB5,0.009993,45,45,0,0,1,1
1538596042,CS7r1O2rGypLbXRwL7,5.005122,78,0,1,1,2,0
1538596052,CQ583J1Mj3pKOLsvv3,0.005747,45,45,0,0,1,1
1538596077,Cxeqna1LPEoS0MLTCh,0.000999,45,45,0,0,1,1
1538596067,C9bPZ31cA1aA3rTEck,5.00513,78,0,1,1,2,0
1538596077,CF0MTk4EZtUQpLAjLk,0.001755,45,45,0,0,1,1
1538596089,CPnpoi2E1wR0SDB8pe,0.010246,45,45,0,0,1,1
1538596079,CbgCnMrw3gMxQj2Ma,5.005122,78,0,1,1,2,0
1538596089,CRtCQiJ4rGYbbEqW2,0.009741,45,45,0,0,1,1
1538596103,CKLBhg2SIPEO1tAkUf,0.00424,45,45,0,0,1,1
1538596093,CH8MWQ1DMhmXn2Beze,5.003367,78,0,1,1,2,0
1538596103,Csg3L61XG8n5163zNl,0.000749,45,45,0,0,1,1
1538596107,C4qtA43HKmI1TiOwo2,5.18101,78,103,0,0,2,1
1538596141,CVkIp21opufdWwHhX2,0.000485,45,45,0,0,1,1
1538596131,CfQ3HVDKDLyqyTC57,5.005133,78,0,1,1,2,0
1538596141,CvpAtN1AOkKQXXAJDg,0.000499,45,45,0,0,1,1
1538596156,CXpqk14DJwuD77L5Gc,0.000742,45,45,0,0,1,1
1538596146,C0Pv5y3gpsk1IMscZi,5.005133,78,0,1,1,2,0
1538596156,CyMch5Dk6224nkLig,0.000749,45,45,0,0,1,1
1538596169,C3L6VK3Xvro6DdfIq8,0.042726,45,45,0,0,1,1
1538596159,CcJIf7Mmw9PSp4V91,5.005132,78,0,1,1,2,0
1538596169,C66mUZ3dE2FpmU2bzk,0.047738,45,45,0,0,1,1
1538596206,CfJigN2NS4tzYEhuu6,0.000743,45,45,0,0,1,1
1538596196,CXpicM3BlUEXgk5mp7,5.005125,78,0,1,1,2,0
1538596206,CzjXrV23NVzCdpXNo3,0.000499,45,45,0,0,1,1
1538596222,CGSO6621aowkDADETc,0.000493,45,45,0,0,1,1
1538596212,CWSz7Y1CpsYltz7Atk,5.005373,78,0,1,1,2,0
1538596222,CP2Dex2dInmra75KTl,0.00075,45,45,0,0,1,1
1538596235,C9y9Ic42ls1qD5LyA,0.00049,45,45,0,0,1,1
1538596225,CRFWvRotjFuNoFaIh,5.005121,78,0,1,1,2,0
1538596235,CDCpaUNCvLqqyWOQ6,0.000503,45,45,0,0,1,1
1538596271,CW80IK2Ca4f4QPJ0Bd,0.000741,45,45,0,0,1,1
1538596261,CICnVl3wCXeXNPGOr8,5.005129,78,0,1,1,2,0
1538596271,CAsrNa2I9Y7qBnKQ55,0.000501,45,45,0,0,1,1
1538596278,CWxB7a3YiVLv3vClWg,0.053713,39,103,0,0,1,1
1538596300,CsF5yC1AZVrT34diHk,0.000742,45,45,0,0,1,1
1538596290,CJKJ5y1ZS5GrFE8tgk,5.005375,78,0,1,1,2,0
1538596300,CfheKs4KdAYjvTbTa1,0.000501,45,45,0,0,1,1
1538596335,CddWL04givfSukl5kf,0.134666,45,45,0,0,1,1
1538596325,C3LqFA3de4ha9gkSwe,5.005129,78,0,1,1,2,0
1538596335,CdeW8h2OlUXRI503q3,0.000499,45,45,0,0,1,1
1538596366,Call3VjNwLMrcKAx5,0.010498,45,45,0,0,1,1
1538596356,COU3Nq37XwCq7gxhv5,5.005136,78,0,1,1,2,0
1538596366,CABcGNye9Er9rOpwj,0.023235,45,45,0,0,1,1
1538596382,CQB6mW11liZINNOAd6,0.013997,45,45,0,0,1,1
1538596372,CWAxeM13qxCh2yrOme,5.005136,78,0,1,1,2,0
1538596382,CnGTJm32DK3KpAjale,0.018745,45,45,0,0,1,1
1538596400,CG9dyu1JlABtf2Pwre,0.000741,45,45,0,0,1,1
1538596390,CS8ptB27qbNQnKUNY4,5.005141,78,0,1,1,2,0
1538596400,Cddqcj1T112xTChA23,0.00075,45,45,0,0,1,1
1538596431,C7YSJzfMsZcQsYDZj,0.000485,45,45,0,0,1,1
1538596421,CMIDiN1gkyzFzaOUSe,5.005135,78,0,1,1,2,0
1538596431,CyHQto4gnFi8H75FZc,0.000499,45,45,0,0,1,1
1538596448,CQa9e72rAnd7K3k574,0.000491,45,45,0,0,1,1
1538596438,Cw7xOG1UaVUX7gpxIf,5.005141,78,0,1,1,2,0
1538596448,Ci6f4n14NFxP0IuGw9,0.009246,45,45,0,0,1,1
1538596464,CVMrjQcUey3mmhuUi,0.000742,45,45,0,0,1,1
1538596454,C4yMOEyj75Je60PZ,5.005132,78,0,1,1,2,0
1538596464,CcvjPo1vfeFSHbzJOd,0.00075,45,45,0,0,1,1
1538596496,COkgPh2R32yEDiuXM9,0.002747,45,45,0,0,1,1
1538596486,CnNjrZhDaPq0XQbih,5.005151,78,0,1,1,2,0
1538596496,C8MvqN2xDoozSjMgb6,0.00075,45,45,0,0,1,1
1538596513,CgKbnaQ5k0ZgC91j,0.000484,45,45,0,0,1,1
1538596503,CHDKzg2ca5pnWjLkVc,5.00512,78,0,1,1,2,0
1538596513,CaWg5ELErBXla1SN6,0.0005,45,45,0,0,1,1
1538596531,CCZEgEB5YxtKayw8l,0.000482,45,45,0,0,1,1
1538596521,C9JsvB43lgvsSDzcyh,5.005145,78,0,1,1,2,0
1538596531,CjR9EGMnf1xEv7if6,0.000499,45,45,0,0,1,1
1538596552,CS4WiG40wmU97rkCzg,0.060224,45,45,0,0,1,1
1538596542,CjSm864dbJdH74eGSj,5.00514,78,0,1,1,2,0
1538596552,Cq5KkU1XLarY3n8NE3,0.000499,45,45,0,0,1,1
1538596562,C4neIk4iKrCbmRvfZd,0.052469,45,45,0,0,1,1
1538596552,CChdIP27VWINi6E9T,5.005397,78,0,1,1,2,0
1538596562,CWdHeP3gLSdfHxFa1g,0.00075,45,45,0,0,1,1
1538596577,C1NtcB4zyj63vPU6Nd,0.000479,45,45,0,0,1,1
1538596567,CH0z0j2ValGw8xZQxj,5.005141,78,0,1,1,2,0
1538596577,CqrzTC2HiE1n1Pww06,0.000499,45,45,0,0,1,1
1538596598,Cm8XIl1druWjDmAgc8,0.000481,45,45,0,0,1,1
1538596588,CYammG335xrtO1pQHk,5.005128,78,0,1,1,2,0
1538596598,CdLmgM1k9JuttZRKIb,0.0005,45,45,0,0,1,1
1538596618,Chb2tf3VfR2UZzyXVe,0.00048,45,45,0,0,1,1
1538596608,Cspxis43HDa4qkYJrf,5.005146,78,0,1,1,2,0
1538596618,Cv6rmx4TpnB5tW4a1d,0.0005,45,45,0,0,1,1
1538596628,Cz0uDb29QLCMMmi9t4,0.000741,45,45,0,0,1,1
1538596618,C3GhifUfpYrQhD0Mg,5.005404,78,0,1,1,2,0
1538596628,CXxE8T2yjnYr4Fx9bk,0.000751,45,45,0,0,1,1
1538596641,CpTTS4h5TYyK4MPql,0.000491,45,45,0,0,1,1
1538596631,C6gn6M3jT3aYrgZKxi,5.005121,78,0,1,1,2,0
1538596641,CLG0Bi2lOo1QebvnWb,0.000749,45,45,0,0,1,1
1538596665,C2bkcm1X8kPZAEqNnk,0.000489,45,45,0,0,1,1
1538596655,CX48up2afRk99xAcwg,5.005135,78,0,1,1,2,0
1538596665,CfWFu8Zpzg3bCOxmg,0.000499,45,45,0,0,1,1
1538596685,CbBxsV28vmqrhFFUpg,0.015235,45,45,0,0,1,1
1538596675,CNmGko3InoHbwpZ3N,5.005146,78,0,1,1,2,0
1538596685,CYtqHHw3kHCuAIWC2,0.001749,45,45,0,0,1,1
1538596685,CUMTwD3jKjuT8GuFVd,5.036872,78,103,0,0,2,1
1538596706,CxzAFo1SXBtPjcTWRj,0.000496,45,45,0,0,1,1
1538596696,CRZJAm1jMbH0CGMVqg,5.005136,78,0,1,1,2,0
1538596706,Ch8HKLRI9wJ2rfOC2,0.000499,45,45,0,0,1,1
1538596729,C2SEPH1yFB9lEYCkdj,0.003996,45,45,0,0,1,1
1538596719,Cy1DZ32q4mNgqFoEUb,5.005141,78,0,1,1,2,0
1538596729,CT681t35v5GzGqiVra,0.092948,45,45,0,0,1,1
1538596750,CyEHpY2Hy2NlITibW4,0.00049,45,45,0,0,1,1
1538596740,CEQrdz4Ktbl6kfrvnj,5.005144,78,0,1,1,2,0
1538596750,C3WXZi4sBidGaWaLw4,0.000499,45,45,0,0,1,1
1538596770,CRqy0P1iEy8b12B16j,0.000491,45,45,0,0,1,1
1538596760,CSc2cc448tQ3KvIeFd,5.005142,78,0,1,1,2,0
1538596770,Cuh1Uoa80HoCRpPo7,0.000749,45,45,0,0,1,1
1538596794,CDzIVi12yi7cWL8Zu4,0.000491,45,45,0,0,1,1
1538596784,CDNhBt1VG5LcQ95f3i,5.00514,78,0,1,1,2,0
1538596794,CRhuam1W2xN7AHuh0l,0.000752,45,45,0,0,1,1
1538596816,C08b723XiyauNj154l,0.000747,45,45,0,0,1,1
1538596806,CpyLtE4QFM9IKME054,5.005391,78,0,1,1,2,0
1538596816,CteOHY3NvC9XKVdXS2,0.018989,45,45,0,0,1,1
1538596832,CtBFLR1FFdJD3R1tXf,0.031233,39,94,0,0,1,1
1538596827,CP0xNd1Q0RwNi9m0U2,5.038619,78,103,0,0,2,1
1538596861,C36Ol839KDRpwB6Rpa,0.007239,45,45,0,0,1,1
1538596851,CLFDH81j5rjauwfUk5,5.00514,78,0,1,1,2,0
1538596861,CdWmI44uBH3QNj4SCi,0.000755,45,45,0,0,1,1
1538596880,CHvMN81Vhgm8T4QzR9,0.080448,45,45,0,0,1,1
1538596870,CqoylP3Tv3g23F5vW9,5.005398,78,0,1,1,2,0
1538596880,CZoXug1GJdjqL9j4li,0.064959,45,45,0,0,1,1
1538596892,CxB7Qc2vEGjn3YmpIi,0.079449,45,45,0,0,1,1
1538596882,CmVRyZ1bOPtA1gCW17,5.005141,78,0,1,1,2,0
1538596892,CqeZAH3l53ovDSGmzb,0.000999,45,45,0,0,1,1
1538596925,Cy6vR24La7ijlIAnI1,0.160158,45,45,0,0,1,1
1538596915,ChG56y4mlldMGhSWlb,5.005145,78,0,1,1,2,0
1538596925,CvOlLr2PJfh8Z6YPh7,0.000499,45,45,0,0,1,1
1538596945,CRPZaM14LcBwT6euo8,0.003495,45,45,0,0,1,1
1538596935,CAIHXH1w8AmeA8Os1g,5.005144,78,0,1,1,2,0
1538596945,C9gDsc4lX36MwjSHEi,0.006991,45,45,0,0,1,1
1538596959,CCp5914npXdyIQjRhg,0.028728,45,45,0,0,1,1
1538596949,C9RK4Za4ZUcE27rC2,5.005147,78,0,1,1,2,0
1538596959,CXCBQn4JlD5Er51Xh3,0.003249,45,45,0,0,1,1
1538596991,CNZffk1i6pYNiwTJPl,0.000491,45,45,0,0,1,1
1538596981,CMfhu832B53PFEI981,5.005146,78,0,1,1,2,0
1538596991,CD01CwDSgd8feIQug,0.000752,45,45,0,0,1,1
1538597010,CyAZIS3IQSdYiwg6Gj,0.000482,45,45,0,0,1,1
1538597000,Ch0IsmW06Eewcp9L,5.005138,78,0,1,1,2,0
1538597010,Cmzeu22lvOg4vatZae,0.000501,45,45,0,0,1,1
1538597024,C14cy78t5JsaMWoN1,0.000481,45,45,0,0,1,1
1538597014,C8DMYa3yHSfHW8eAA1,5.005131,78,0,1,1,2,0
1538597024,CXPbYA445SnkNXzFRg,0.0005,45,45,0,0,1,1
1538597056,CZKseh3yuL2KvYEKmh,0.000478,45,45,0,0,1,1
1538597046,Cix7LkF3CoQwJI0T8,5.005154,78,0,1,1,2,0
1538597056,CIdXaZtmLo2xMDOt7,0.0005,45,45,0,0,1,1
1538597077,CoxDOO3aaeihx6HXR5,0.000735,45,45,0,0,1,1
1538597067,CkuLvk3YZ3eYH2W9o1,5.005148,78,0,1,1,2,0
1538597077,C5aGwJ23X6Fedboglh,0.00075,45,45,0,0,1,1
1538597089,CA5lnp2Z4gi37KI1Bj,0.060463,45,45,0,0,1,1
1538597079,CbIzbN17HROfP7hPjl,5.005136,78,0,1,1,2,0
1538597089,Cet6pj2qy45KKC43Cb,0.010745,45,45,0,0,1,1
1538597101,CFsGwO3FTXunvXFOOk,0.087682,45,45,0,0,1,1
1538597091,CWnCoQ12hOjMMIYp22,5.005132,78,0,1,1,2,0
1538597101,CbqldV253uWOk9YJM9,0.008746,45,45,0,0,1,1
1538597121,CGUNaw3Xc8HIIeq6rf,0.000491,45,45,0,0,1,1
1538597111,CYxpIKP6qZq7xWWj5,5.005143,78,0,1,1,2,0
1538597121,CfMuAK77w6UDk8Oj5,0.0005,45,45,0,0,1,1
1538597141,CLO0nEWxvdtj6O7Ok,0.00073,45,45,0,0,1,1
1538597131,C70p5M3DoYHN2O5oml,5.005159,78,0,1,1,2,0
1538597141,CcUPii4JpZt27oggs,0.000749,45,45,0,0,1,1
1538597154,ChCU5i1AA86YDJc7ej,0.000748,45,45,0,0,1,1
1538597144,Con22I1RuaNuPvue5b,5.005138,78,0,1,1,2,0
1538597154,CvVnXQ2dHn6P3DoJs,0.000749,45,45,0,0,1,1
1538597165,CY69J62FqSbHqLCBV5,0.016484,45,45,0,0,1,1
1538597155,CwaWYZ3Kv0a6MgPoG,5.00514,78,0,1,1,2,0
1538597165,CVjg9B3mA3wpzxiBi5,0.013494,45,45,0,0,1,1
1538597176,CQmOiV1j9JjhIcT6w1,0.031973,39,103,0,0,1,1
1538597176,Ct98EG3fgeP4CrF3xa,0.189892,39,94,0,0,1,1
1538597207,CrtgwS3xSKI25O1n9,0.030482,45,45,0,0,1,1
1538597197,C75tF03yheN6J7r4e8,5.005144,78,0,1,1,2,0
1538597207,CE7Iit3NFIlsXkRwJb,0.001749,45,45,0,0,1,1
1538597218,C9eXAs3mXMeYqW1XI8,0.007243,45,45,0,0,1,1
1538597208,CXdfMz2TOOgBQxGGb1,5.005148,78,0,1,1,2,0
1538597218,CeDdCh2QFifdawT1ve,0.0005,45,45,0,0,1,1
1538597222,CIiDCv2ntNF02H0v1,0.054462,39,103,0,0,1,1
1538597222,CavQ6q4fZ89I6Iy9N3,0.00325,39,39,0,0,1,1
1538597272,C2jHeu1Fnohc9pUlJ5,0.000742,45,45,0,0,1,1
1538597262,CxV9htxiXHdmeOQF2,5.005147,78,0,1,1,2,0
1538597272,CzzUvM1e0uLiFLLfF2,0.000749,45,45,0,0,1,1
1538597282,CokeRO2e0alAcXg1c,0.000493,45,45,0,0,1,1
1538597272,C7pwKH3A03U6ET7WYd,5.005151,78,0,1,1,2,0
1538597282,CHSanx36Tk4vy48mXb,0.000499,45,45,0,0,1,1
1538597337,CJUuie48tMqxqBRss1,0.062947,45,45,0,0,1,1
1538597327,CZTFwA1qfDsusC61Ue,5.005393,78,0,1,1,2,0
1538597337,Ck3Z8q35J76OMb5Ryl,0.000499,45,45,0,0,1,1
1538597347,C3Sa6z2nBqTDmtbcK9,0.000497,45,45,0,0,1,1
1538597337,CXa4bb4pw0ENoBKGri,5.005151,78,0,1,1,2,0
1538597347,CcWzIl2C8IsMHUooda,0.0005,45,45,0,0,1,1
1538597402,CfDygccqYh9ghU4si,0.000742,45,45,0,0,1,1
1538597392,C7sGQ82Y2zNDhflzHa,5.005148,78,0,1,1,2,0
1538597402,CS16ynu74NVHEvjH6,0.00075,45,45,0,0,1,1
1538597412,C7WXSq2clhRyDekO36,0.056467,45,45,0,0,1,1
1538597402,CgEbYh3OvYjUwykVx9,5.00515,78,0,1,1,2,0
1538597412,CFI9JI2YxQ22BOPYUb,0.001005,45,45,0,0,1,1
1538597450,CgQZwl3iDxcYR9SNve,0.020744,45,45,0,0,1,1
1538597440,CzNI8a1E7xMxfokUpg,5.005148,78,0,1,1,2,0
1538597450,C9iisk4itzMY4D4t5e,0.01924,45,45,0,0,1,1
1538597466,CPDiuu4rpYSzTYlPrc,0.00073,45,45,0,0,1,1
1538597456,CBYQAaqDV2pGuMeOi,5.005144,78,0,1,1,2,0
1538597466,CSOsI94WNCczRRGNIe,0.000499,45,45,0,0,1,1
1538597466,CY2TtS3eLEdHEH388l,5.059863,78,103,0,0,2,1
1538597494,CKxdYa303QvhNfHBPk,0.000483,45,45,0,0,1,1
1538597484,CaRJ4j1JwoUrns13i8,5.005131,78,0,1,1,2,0
1538597494,CByb7R3hsDixPAYfjc,0.0005,45,45,0,0,1,1
1538597517,CRBJtC2QdUoQFXVKEi,0.000493,45,45,0,0,1,1
1538597507,CHJABA1A9OHBtY0xw1,5.005162,78,0,1,1,2,0
1538597517,CasFiF3aLN91irLwQi,0.0005,45,45,0,0,1,1
1538597523,C83pFB38kROIi2wi69,0.097189,39,103,0,0,1,1
1538597560,CVbALd26mNhcx4No95,0.00524,45,45,0,0,1,1
1538597550,C9Jgg74zVbxP4Kqin8,5.005143,78,0,1,1,2,0
1538597560,CWOi5yb4DNCacbK63,0.00075,45,45,0,0,1,1
1538597476,Cq6oF8ufI3MOD1DYh,51.982066,96,0,1,1,2,0
1538597584,CFB3ih4w0kJNHdMEp9,0.200401,45,45,0,0,1,1
1538597574,CWbPC01eLYzYSpCoV7,5.005146,78,0,1,1,2,0
1538597584,C1h3mA1iZelxd5VR4l,0.000498,45,45,0,0,1,1
1538597625,CV1HuyNpWPSSzlQ9g,0.00074,45,45,0,0,1,1
1538597615,Cux07i3Dq8uMiysSJ6,5.005139,78,0,1,1,2,0
1538597625,CCr71crTREOrits12,0.000749,45,45,0,0,1,1
1538597650,CnI8Mg4LLO8epKxSRh,0.000489,45,45,0,0,1,1
1538597640,CnyiA34xhUK09MfQQ2,5.005151,78,0,1,1,2,0
1538597650,CHn7LDK2MfyJ2abUf,0.000499,45,45,0,0,1,1
1538597690,CLiTmZ3DdR8wEDg5Dl,0.000738,45,45,0,0,1,1
1538597680,CGoKCSJAaLhRhleu2,5.005145,78,0,1,1,2,0
1538597690,Cp2MKf4jNG0FkM1zb7,0.000749,45,45,0,0,1,1
